maxColorValue;uniqueColorCount;withSameNodes;withoutSameNodes
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;45;405
28;29;44;406
28;29;44;406
28;29;44;406
28;29;44;406
28;29;44;406
28;29;44;406
28;29;44;406
28;29;44;406
28;29;44;406
28;29;44;406
28;29;44;406
28;29;44;406
28;29;44;406
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;43;407
28;29;42;408
28;29;42;408
28;29;42;408
28;29;42;408
28;29;42;408
29;30;41;409
29;30;40;410
29;30;40;410
29;30;40;410
29;30;40;410
29;30;40;410
29;30;40;410
29;30;40;410
29;30;39;411
29;30;39;411
29;30;39;411
29;30;39;411
29;30;39;411
29;30;39;411
29;30;39;411
29;30;39;411
29;30;39;411
29;30;38;412
29;30;38;412
29;30;38;412
29;30;38;412
29;30;38;412
29;30;38;412
29;30;38;412
29;30;38;412
29;30;37;413
29;30;37;413
29;30;37;413
29;30;37;413
29;30;37;413
29;30;37;413
29;30;37;413
29;30;37;413
29;30;36;414
29;30;36;414
29;30;36;414
29;30;36;414
29;30;36;414
29;30;36;414
29;30;36;414
29;30;36;414
29;30;36;414
29;30;36;414
29;30;36;414
29;30;36;414
29;30;35;415
29;30;35;415
29;30;35;415
29;30;35;415
29;30;35;415
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;34;416
29;30;33;417
29;30;33;417
29;30;33;417
29;30;33;417
29;30;33;417
29;30;33;417
29;30;32;418
29;30;32;418
29;30;32;418
29;30;32;418
29;30;32;418
29;30;32;418
29;30;32;418
29;30;32;418
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
29;30;31;419
30;31;30;420
30;31;30;420
30;31;30;420
30;31;30;420
30;31;30;420
30;31;30;420
30;31;30;420
30;31;30;420
30;31;29;421
30;31;29;421
30;31;29;421
30;31;29;421
30;31;29;421
30;31;28;422
30;31;28;422
30;31;28;422
30;31;28;422
30;31;28;422
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;27;423
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;26;424
30;31;25;425
30;31;25;425
30;31;25;425
30;31;25;425
30;31;25;425
30;31;25;425
30;31;25;425
30;31;25;425
30;31;25;425
30;31;25;425
30;31;25;425
30;31;25;425
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;24;426
30;31;23;427
30;31;23;427
30;31;23;427
30;31;23;427
30;31;23;427
30;31;23;427
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;22;428
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;21;429
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;20;430
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;19;431
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;18;432
30;31;16;434
30;31;16;434
30;31;16;434
30;31;16;434
30;31;16;434
30;31;16;434
30;31;16;434
30;31;16;434
30;31;15;435
30;31;15;435
30;31;15;435
30;31;15;435
30;31;15;435
30;31;15;435
30;31;15;435
30;31;15;435
30;31;15;435
30;31;15;435
30;31;15;435
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;14;436
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;13;437
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;11;439
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;10;440
30;31;9;441
30;31;9;441
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
30;31;7;443
